Feature ,Leaf id,Y = 0,Y = 1,Y = 2,Y = 3,Y = 4,Y = 5,Y = 6,Y = 7,Y = 8,Y = 9,Y = 10,Y = 11,Y = 12,Y = 13,Y = 14,Y = 15,Y = 16,Y = 17,Y = 18,Y = 19,Y = 20,Y = 21,Y = 22,Y = 23,Y = 24,Y = 25, Preferred Class, P(Y) = 0,P(Y) = 1,P(Y) = 2,P(Y) = 3,P(Y) = 4,P(Y) = 5,P(Y) = 6,P(Y) = 7,P(Y) = 8,P(Y) = 9,P(Y) = 10,P(Y) = 11,P(Y) = 12,P(Y) = 13,P(Y) = 14,P(Y) = 15,P(Y) = 16,P(Y) = 17,P(Y) = 18,P(Y) = 19,P(Y) = 20,P(Y) = 21,P(Y) = 22,P(Y) = 23,P(Y) = 24,P(Y) = 25,
89,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,2,499.0,176.0,92.0,115.0,251.0,47.0,142.0,125.0,437.0,86.0,229.0,512.0,147.0,195.0,61.0,74.0,186.0,247.0,212.0,400.0,201.0,475.0,477.0,476.0,442.0,242.0,11,0.076,0.027,0.014,0.018,0.038,0.007,0.022,0.019,0.067,0.013,0.035,0.078,0.022,0.03,0.009,0.011,0.028,0.038,0.032,0.061,0.031,0.073,0.073,0.073,0.068,0.037,
90,3,249.0,288.0,155.0,305.0,308.0,691.0,127.0,265.0,307.0,506.0,348.0,125.0,252.0,256.0,28.0,391.0,89.0,209.0,314.0,355.0,179.0,253.0,218.0,306.0,281.0,453.0,5,0.034,0.04,0.021,0.042,0.042,0.095,0.017,0.037,0.042,0.07,0.048,0.017,0.035,0.035,0.004,0.054,0.012,0.029,0.043,0.049,0.025,0.035,0.03,0.042,0.039,0.062,
90,4,41.0,302.0,489.0,385.0,209.0,37.0,504.0,344.0,11.0,155.0,162.0,124.0,393.0,332.0,664.0,338.0,508.0,302.0,222.0,41.0,433.0,36.0,57.0,5.0,63.0,39.0,14,0.007,0.049,0.079,0.062,0.034,0.006,0.081,0.056,0.002,0.025,0.026,0.02,0.063,0.054,0.107,0.055,0.082,0.049,0.036,0.007,0.07,0.006,0.009,0.001,0.01,0.006,
90,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,2,680.0,427.0,152.0,344.0,307.0,198.0,263.0,382.0,452.0,106.0,540.0,572.0,377.0,393.0,89.0,179.0,223.0,436.0,375.0,434.0,324.0,675.0,672.0,691.0,587.0,402.0,23,0.066,0.042,0.015,0.033,0.03,0.019,0.026,0.037,0.044,0.01,0.053,0.056,0.037,0.038,0.009,0.017,0.022,0.042,0.036,0.042,0.032,0.066,0.065,0.067,0.057,0.039,
91,3,68.0,37.0,95.0,76.0,252.0,540.0,6.0,8.0,292.0,486.0,37.0,65.0,22.0,58.0,0.0,286.0,52.0,20.0,151.0,321.0,56.0,53.0,23.0,91.0,136.0,293.0,5,0.019,0.01,0.027,0.022,0.072,0.153,0.002,0.002,0.083,0.138,0.01,0.018,0.006,0.016,0.0,0.081,0.015,0.006,0.043,0.091,0.016,0.015,0.007,0.026,0.039,0.083,
91,4,41.0,302.0,489.0,385.0,209.0,37.0,504.0,344.0,11.0,155.0,162.0,124.0,393.0,332.0,664.0,338.0,508.0,302.0,222.0,41.0,433.0,36.0,57.0,5.0,63.0,39.0,14,0.007,0.049,0.079,0.062,0.034,0.006,0.081,0.056,0.002,0.025,0.026,0.02,0.063,0.054,0.107,0.055,0.082,0.049,0.036,0.007,0.07,0.006,0.009,0.001,0.01,0.006,
91,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,2,748.0,412.0,159.0,300.0,134.0,689.0,266.0,347.0,356.0,486.0,273.0,285.0,398.0,445.0,89.0,451.0,227.0,425.0,256.0,400.0,208.0,728.0,695.0,304.0,467.0,100.0,0,0.078,0.043,0.016,0.031,0.014,0.071,0.028,0.036,0.037,0.05,0.028,0.03,0.041,0.046,0.009,0.047,0.024,0.044,0.027,0.041,0.022,0.075,0.072,0.032,0.048,0.01,
92,3,0.0,52.0,88.0,120.0,425.0,49.0,3.0,43.0,388.0,106.0,304.0,352.0,1.0,6.0,0.0,14.0,48.0,31.0,270.0,355.0,172.0,0.0,0.0,478.0,256.0,595.0,25,0.0,0.013,0.021,0.029,0.102,0.012,0.001,0.01,0.093,0.026,0.073,0.085,0.0,0.001,0.0,0.003,0.012,0.007,0.065,0.085,0.041,0.0,0.0,0.115,0.062,0.143,
92,4,41.0,302.0,489.0,385.0,209.0,37.0,504.0,344.0,11.0,155.0,162.0,124.0,393.0,332.0,664.0,338.0,508.0,302.0,222.0,41.0,433.0,36.0,57.0,5.0,63.0,39.0,14,0.007,0.049,0.079,0.062,0.034,0.006,0.081,0.056,0.002,0.025,0.026,0.02,0.063,0.054,0.107,0.055,0.082,0.049,0.036,0.007,0.07,0.006,0.009,0.001,0.01,0.006,
92,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,2,720.0,76.0,80.0,22.0,60.0,252.0,152.0,84.0,215.0,154.0,91.0,47.0,255.0,256.0,54.0,314.0,159.0,94.0,129.0,37.0,75.0,684.0,668.0,185.0,343.0,67.0,0,0.137,0.014,0.015,0.004,0.011,0.048,0.029,0.016,0.041,0.029,0.017,0.009,0.048,0.049,0.01,0.06,0.03,0.018,0.024,0.007,0.014,0.13,0.127,0.035,0.065,0.013,
93,3,28.0,388.0,167.0,398.0,499.0,486.0,117.0,306.0,529.0,438.0,486.0,590.0,144.0,195.0,35.0,151.0,116.0,362.0,397.0,718.0,305.0,44.0,27.0,597.0,380.0,628.0,19,0.003,0.045,0.02,0.047,0.058,0.057,0.014,0.036,0.062,0.051,0.057,0.069,0.017,0.023,0.004,0.018,0.014,0.042,0.047,0.084,0.036,0.005,0.003,0.07,0.045,0.074,
93,4,41.0,302.0,489.0,385.0,209.0,37.0,504.0,344.0,11.0,155.0,162.0,124.0,393.0,332.0,664.0,338.0,508.0,302.0,222.0,41.0,433.0,36.0,57.0,5.0,63.0,39.0,14,0.007,0.049,0.079,0.062,0.034,0.006,0.081,0.056,0.002,0.025,0.026,0.02,0.063,0.054,0.107,0.055,0.082,0.049,0.036,0.007,0.07,0.006,0.009,0.001,0.01,0.006,
93,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,2,747.0,463.0,246.0,420.0,558.0,737.0,265.0,386.0,744.0,592.0,574.0,637.0,228.0,447.0,78.0,462.0,272.0,454.0,526.0,755.0,357.0,726.0,525.0,782.0,722.0,695.0,23,0.056,0.035,0.018,0.031,0.042,0.055,0.02,0.029,0.056,0.044,0.043,0.048,0.017,0.033,0.006,0.034,0.02,0.034,0.039,0.056,0.027,0.054,0.039,0.058,0.054,0.052,
94,3,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,3.0,0.0,171.0,4.0,11.0,3.0,3.0,2.0,0.0,0.0,23.0,2.0,170.0,0.0,1.0,0.0,12,0.002,0.002,0.002,0.0,0.002,0.002,0.01,0.01,0.0,0.0,0.007,0.0,0.421,0.01,0.027,0.007,0.007,0.005,0.0,0.0,0.057,0.005,0.419,0.0,0.002,0.0,
94,4,41.0,302.0,489.0,385.0,209.0,37.0,504.0,344.0,11.0,155.0,162.0,124.0,393.0,332.0,664.0,338.0,508.0,302.0,222.0,41.0,433.0,36.0,57.0,5.0,63.0,39.0,14,0.007,0.049,0.079,0.062,0.034,0.006,0.081,0.056,0.002,0.025,0.026,0.02,0.063,0.054,0.107,0.055,0.082,0.049,0.036,0.007,0.07,0.006,0.009,0.001,0.01,0.006,
94,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,2,734.0,191.0,585.0,481.0,293.0,643.0,490.0,446.0,700.0,532.0,520.0,612.0,525.0,511.0,386.0,562.0,346.0,380.0,314.0,707.0,537.0,715.0,711.0,529.0,639.0,92.0,0,0.056,0.014,0.044,0.036,0.022,0.049,0.037,0.034,0.053,0.04,0.039,0.046,0.04,0.039,0.029,0.043,0.026,0.029,0.024,0.054,0.041,0.054,0.054,0.04,0.048,0.007,
95,3,40.0,420.0,84.0,131.0,474.0,132.0,189.0,91.0,55.0,126.0,134.0,134.0,60.0,36.0,31.0,92.0,282.0,215.0,407.0,86.0,29.0,49.0,41.0,258.0,147.0,642.0,25,0.009,0.096,0.019,0.03,0.108,0.03,0.043,0.021,0.013,0.029,0.031,0.031,0.014,0.008,0.007,0.021,0.064,0.049,0.093,0.02,0.007,0.011,0.009,0.059,0.034,0.146,
95,4,15.0,155.0,67.0,193.0,1.0,0.0,94.0,197.0,0.0,89.0,85.0,15.0,207.0,236.0,336.0,149.0,155.0,163.0,27.0,3.0,247.0,0.0,0.0,0.0,0.0,0.0,14,0.006,0.064,0.028,0.079,0.0,0.0,0.039,0.081,0.0,0.037,0.035,0.006,0.085,0.097,0.138,0.061,0.064,0.067,0.011,0.001,0.101,0.0,0.0,0.0,0.0,0.0,
95,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,2,619.0,397.0,556.0,361.0,640.0,638.0,484.0,304.0,736.0,609.0,337.0,683.0,0.0,7.0,274.0,445.0,503.0,348.0,636.0,726.0,362.0,556.0,2.0,636.0,619.0,717.0,8,0.051,0.033,0.046,0.03,0.052,0.052,0.04,0.025,0.06,0.05,0.028,0.056,0.0,0.001,0.022,0.036,0.041,0.029,0.052,0.06,0.03,0.046,0.0,0.052,0.051,0.059,
96,3,155.0,214.0,113.0,251.0,127.0,137.0,195.0,233.0,19.0,49.0,317.0,63.0,585.0,540.0,143.0,209.0,125.0,247.0,85.0,67.0,204.0,208.0,750.0,151.0,167.0,17.0,22,0.029,0.04,0.021,0.047,0.024,0.026,0.036,0.043,0.004,0.009,0.059,0.012,0.109,0.101,0.027,0.039,0.023,0.046,0.016,0.012,0.038,0.039,0.14,0.028,0.031,0.003,
96,4,15.0,155.0,67.0,193.0,1.0,0.0,94.0,197.0,0.0,89.0,85.0,15.0,207.0,236.0,336.0,149.0,155.0,163.0,27.0,3.0,247.0,0.0,0.0,0.0,0.0,0.0,14,0.006,0.064,0.028,0.079,0.0,0.0,0.039,0.081,0.0,0.037,0.035,0.006,0.085,0.097,0.138,0.061,0.064,0.067,0.011,0.001,0.101,0.0,0.0,0.0,0.0,0.0,
96,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,2,703.0,67.0,537.0,432.0,145.0,615.0,340.0,379.0,638.0,513.0,424.0,595.0,491.0,484.0,293.0,494.0,183.0,255.0,109.0,644.0,512.0,696.0,698.0,492.0,607.0,4.0,0,0.062,0.006,0.047,0.038,0.013,0.054,0.03,0.033,0.056,0.045,0.037,0.052,0.043,0.043,0.026,0.044,0.016,0.022,0.01,0.057,0.045,0.061,0.061,0.043,0.053,0.0,
97,3,71.0,544.0,132.0,180.0,622.0,160.0,339.0,158.0,117.0,145.0,230.0,151.0,94.0,63.0,124.0,160.0,445.0,340.0,612.0,149.0,54.0,68.0,54.0,295.0,179.0,730.0,25,0.011,0.088,0.021,0.029,0.1,0.026,0.055,0.025,0.019,0.023,0.037,0.024,0.015,0.01,0.02,0.026,0.072,0.055,0.098,0.024,0.009,0.011,0.009,0.047,0.029,0.117,
97,4,15.0,155.0,67.0,193.0,1.0,0.0,94.0,197.0,0.0,89.0,85.0,15.0,207.0,236.0,336.0,149.0,155.0,163.0,27.0,3.0,247.0,0.0,0.0,0.0,0.0,0.0,14,0.006,0.064,0.028,0.079,0.0,0.0,0.039,0.081,0.0,0.037,0.035,0.006,0.085,0.097,0.138,0.061,0.064,0.067,0.011,0.001,0.101,0.0,0.0,0.0,0.0,0.0,
97,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,2,711.0,125.0,52.0,157.0,25.0,9.0,129.0,96.0,40.0,509.0,201.0,426.0,453.0,53.0,46.0,1.0,96.0,491.0,141.0,32.0,61.0,4.0,12.0,93.0,1.0,117.0,0,0.174,0.031,0.013,0.038,0.006,0.002,0.032,0.024,0.01,0.125,0.049,0.104,0.111,0.013,0.011,0.0,0.024,0.12,0.035,0.008,0.015,0.001,0.003,0.023,0.0,0.029,
98,3,63.0,486.0,617.0,455.0,742.0,766.0,550.0,441.0,715.0,149.0,453.0,320.0,132.0,494.0,371.0,653.0,532.0,104.0,580.0,761.0,505.0,760.0,740.0,694.0,785.0,617.0,24,0.005,0.036,0.046,0.034,0.055,0.057,0.041,0.033,0.053,0.011,0.034,0.024,0.01,0.037,0.028,0.048,0.039,0.008,0.043,0.056,0.037,0.056,0.055,0.051,0.058,0.046,
98,4,15.0,155.0,67.0,193.0,1.0,0.0,94.0,197.0,0.0,89.0,85.0,15.0,207.0,236.0,336.0,149.0,155.0,163.0,27.0,3.0,247.0,0.0,0.0,0.0,0.0,0.0,14,0.006,0.064,0.028,0.079,0.0,0.0,0.039,0.081,0.0,0.037,0.035,0.006,0.085,0.097,0.138,0.061,0.064,0.067,0.011,0.001,0.101,0.0,0.0,0.0,0.0,0.0,
98,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,2,666.0,440.0,611.0,455.0,706.0,704.0,572.0,344.0,748.0,646.0,451.0,699.0,2.0,52.0,308.0,527.0,560.0,408.0,682.0,747.0,399.0,610.0,3.0,754.0,694.0,732.0,23,0.049,0.033,0.045,0.034,0.052,0.052,0.042,0.025,0.055,0.048,0.033,0.052,0.0,0.004,0.023,0.039,0.041,0.03,0.05,0.055,0.03,0.045,0.0,0.056,0.051,0.054,
99,3,108.0,171.0,58.0,157.0,61.0,71.0,107.0,193.0,7.0,12.0,203.0,47.0,583.0,495.0,109.0,127.0,68.0,187.0,39.0,46.0,167.0,154.0,749.0,33.0,92.0,2.0,22,0.027,0.042,0.014,0.039,0.015,0.018,0.026,0.048,0.002,0.003,0.05,0.012,0.144,0.122,0.027,0.031,0.017,0.046,0.01,0.011,0.041,0.038,0.185,0.008,0.023,0.0,
99,4,15.0,155.0,67.0,193.0,1.0,0.0,94.0,197.0,0.0,89.0,85.0,15.0,207.0,236.0,336.0,149.0,155.0,163.0,27.0,3.0,247.0,0.0,0.0,0.0,0.0,0.0,14,0.006,0.064,0.028,0.079,0.0,0.0,0.039,0.081,0.0,0.037,0.035,0.006,0.085,0.097,0.138,0.061,0.064,0.067,0.011,0.001,0.101,0.0,0.0,0.0,0.0,0.0,
99,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
