Feature ,Leaf id,Y = 0,Y = 1,Y = 2,Y = 3,Y = 4,Y = 5,Y = 6,Y = 7,Y = 8,Y = 9,Y = 10,Y = 11,Y = 12,Y = 13,Y = 14,Y = 15,Y = 16,Y = 17,Y = 18,Y = 19,Y = 20,Y = 21,Y = 22,Y = 23,Y = 24,Y = 25, Preferred Class, P(Y) = 0,P(Y) = 1,P(Y) = 2,P(Y) = 3,P(Y) = 4,P(Y) = 5,P(Y) = 6,P(Y) = 7,P(Y) = 8,P(Y) = 9,P(Y) = 10,P(Y) = 11,P(Y) = 12,P(Y) = 13,P(Y) = 14,P(Y) = 15,P(Y) = 16,P(Y) = 17,P(Y) = 18,P(Y) = 19,P(Y) = 20,P(Y) = 21,P(Y) = 22,P(Y) = 23,P(Y) = 24,P(Y) = 25,
28,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,1,693.0,766.0,71.0,800.0,436.0,773.0,351.0,711.0,739.0,456.0,275.0,487.0,673.0,730.0,690.0,803.0,482.0,746.0,704.0,779.0,727.0,764.0,751.0,736.0,781.0,687.0,15,0.042,0.046,0.004,0.048,0.026,0.047,0.021,0.043,0.044,0.027,0.017,0.029,0.041,0.044,0.042,0.048,0.029,0.045,0.042,0.047,0.044,0.046,0.045,0.044,0.047,0.041,
29,2,96.0,0.0,665.0,5.0,332.0,2.0,422.0,23.0,16.0,291.0,464.0,274.0,119.0,53.0,63.0,0.0,301.0,12.0,44.0,17.0,86.0,0.0,1.0,51.0,5.0,47.0,2,0.028,0.0,0.196,0.001,0.098,0.001,0.125,0.007,0.005,0.086,0.137,0.081,0.035,0.016,0.019,0.0,0.089,0.004,0.013,0.005,0.025,0.0,0.0,0.015,0.001,0.014,
29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,1,741.0,556.0,313.0,675.0,475.0,43.0,675.0,449.0,613.0,611.0,529.0,735.0,695.0,324.0,585.0,71.0,510.0,303.0,471.0,56.0,391.0,59.0,95.0,594.0,95.0,505.0,0,0.066,0.05,0.028,0.06,0.043,0.004,0.06,0.04,0.055,0.055,0.047,0.066,0.062,0.029,0.052,0.006,0.046,0.027,0.042,0.005,0.035,0.005,0.009,0.053,0.009,0.045,
30,2,48.0,210.0,423.0,130.0,293.0,732.0,98.0,285.0,142.0,136.0,210.0,26.0,97.0,459.0,168.0,732.0,273.0,455.0,277.0,740.0,422.0,705.0,657.0,193.0,691.0,229.0,19,0.005,0.024,0.048,0.015,0.033,0.083,0.011,0.032,0.016,0.015,0.024,0.003,0.011,0.052,0.019,0.083,0.031,0.052,0.031,0.084,0.048,0.08,0.074,0.022,0.078,0.026,
30,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,1,72.0,9.0,6.0,69.0,26.0,107.0,0.0,13.0,12.0,35.0,28.0,69.0,56.0,88.0,10.0,29.0,2.0,29.0,56.0,327.0,110.0,13.0,77.0,36.0,313.0,57.0,19,0.044,0.005,0.004,0.042,0.016,0.065,0.0,0.008,0.007,0.021,0.017,0.042,0.034,0.053,0.006,0.018,0.001,0.018,0.034,0.198,0.067,0.008,0.047,0.022,0.19,0.035,
31,2,717.0,757.0,730.0,736.0,742.0,668.0,773.0,721.0,743.0,712.0,711.0,692.0,736.0,695.0,743.0,774.0,781.0,729.0,692.0,469.0,703.0,751.0,675.0,751.0,473.0,677.0,16,0.039,0.041,0.04,0.04,0.04,0.036,0.042,0.039,0.04,0.039,0.039,0.038,0.04,0.038,0.04,0.042,0.043,0.04,0.038,0.026,0.038,0.041,0.037,0.041,0.026,0.037,
31,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,1,463.0,457.0,564.0,216.0,460.0,593.0,515.0,18.0,659.0,620.0,15.0,616.0,0.0,0.0,200.0,545.0,192.0,191.0,568.0,630.0,6.0,303.0,0.0,243.0,555.0,613.0,8,0.05,0.049,0.061,0.023,0.05,0.064,0.056,0.002,0.071,0.067,0.002,0.067,0.0,0.0,0.022,0.059,0.021,0.021,0.061,0.068,0.001,0.033,0.0,0.026,0.06,0.066,
32,2,326.0,309.0,172.0,589.0,308.0,182.0,258.0,716.0,96.0,127.0,724.0,145.0,792.0,783.0,553.0,258.0,591.0,567.0,180.0,166.0,807.0,461.0,752.0,544.0,231.0,121.0,20,0.03,0.029,0.016,0.055,0.029,0.017,0.024,0.067,0.009,0.012,0.067,0.013,0.074,0.073,0.051,0.024,0.055,0.053,0.017,0.015,0.075,0.043,0.07,0.051,0.021,0.011,
32,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,1,86.0,679.0,12.0,752.0,1.0,666.0,60.0,203.0,174.0,211.0,47.0,308.0,164.0,375.0,161.0,770.0,53.0,355.0,369.0,385.0,65.0,236.0,194.0,196.0,348.0,193.0,15,0.012,0.096,0.002,0.106,0.0,0.094,0.008,0.029,0.025,0.03,0.007,0.044,0.023,0.053,0.023,0.109,0.008,0.05,0.052,0.055,0.009,0.033,0.027,0.028,0.049,0.027,
33,2,703.0,87.0,724.0,53.0,767.0,109.0,713.0,531.0,581.0,536.0,692.0,453.0,628.0,408.0,592.0,33.0,730.0,403.0,379.0,411.0,748.0,528.0,558.0,591.0,438.0,541.0,4,0.054,0.007,0.056,0.004,0.059,0.008,0.055,0.041,0.045,0.041,0.053,0.035,0.049,0.032,0.046,0.003,0.056,0.031,0.029,0.032,0.058,0.041,0.043,0.046,0.034,0.042,
33,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,1,705.0,322.0,32.0,438.0,165.0,98.0,183.0,236.0,119.0,524.0,242.0,624.0,204.0,207.0,243.0,317.0,203.0,680.0,278.0,13.0,4.0,3.0,22.0,144.0,2.0,175.0,0,0.114,0.052,0.005,0.071,0.027,0.016,0.03,0.038,0.019,0.085,0.039,0.101,0.033,0.033,0.039,0.051,0.033,0.11,0.045,0.002,0.001,0.0,0.004,0.023,0.0,0.028,
34,2,84.0,444.0,704.0,367.0,603.0,677.0,590.0,498.0,636.0,223.0,497.0,137.0,588.0,576.0,510.0,486.0,580.0,78.0,470.0,783.0,809.0,761.0,730.0,643.0,784.0,559.0,20,0.006,0.032,0.051,0.027,0.044,0.049,0.043,0.036,0.046,0.016,0.036,0.01,0.043,0.042,0.037,0.035,0.042,0.006,0.034,0.057,0.059,0.055,0.053,0.047,0.057,0.04,
34,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,1,629.0,551.0,598.0,540.0,641.0,638.0,578.0,500.0,736.0,697.0,374.0,696.0,0.0,21.0,568.0,593.0,636.0,511.0,663.0,728.0,593.0,556.0,2.0,636.0,619.0,717.0,8,0.045,0.039,0.043,0.039,0.046,0.046,0.041,0.036,0.052,0.05,0.027,0.05,0.0,0.001,0.041,0.042,0.045,0.036,0.047,0.052,0.042,0.04,0.0,0.045,0.044,0.051,
35,2,160.0,215.0,138.0,265.0,127.0,137.0,195.0,234.0,19.0,50.0,365.0,65.0,792.0,762.0,185.0,210.0,147.0,247.0,85.0,68.0,220.0,208.0,750.0,151.0,167.0,17.0,12,0.027,0.036,0.023,0.044,0.021,0.023,0.033,0.039,0.003,0.008,0.061,0.011,0.132,0.127,0.031,0.035,0.025,0.041,0.014,0.011,0.037,0.035,0.125,0.025,0.028,0.003,
35,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,1,741.0,697.0,246.0,729.0,494.0,240.0,491.0,546.0,694.0,645.0,495.0,674.0,286.0,593.0,554.0,550.0,400.0,754.0,582.0,68.0,61.0,35.0,70.0,598.0,6.0,600.0,17,0.063,0.059,0.021,0.062,0.042,0.02,0.041,0.046,0.059,0.054,0.042,0.057,0.024,0.05,0.047,0.046,0.034,0.064,0.049,0.006,0.005,0.003,0.006,0.05,0.001,0.051,
36,2,48.0,69.0,490.0,76.0,274.0,535.0,282.0,188.0,61.0,102.0,244.0,87.0,506.0,190.0,199.0,253.0,383.0,4.0,166.0,728.0,752.0,729.0,682.0,189.0,780.0,134.0,24,0.006,0.008,0.06,0.009,0.034,0.066,0.035,0.023,0.007,0.013,0.03,0.011,0.062,0.023,0.024,0.031,0.047,0.0,0.02,0.089,0.092,0.089,0.084,0.023,0.096,0.016,
36,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,1,715.0,131.0,60.0,162.0,25.0,9.0,178.0,103.0,40.0,598.0,204.0,438.0,660.0,72.0,64.0,1.0,123.0,611.0,151.0,32.0,64.0,4.0,12.0,93.0,1.0,117.0,0,0.153,0.028,0.013,0.035,0.005,0.002,0.038,0.022,0.009,0.128,0.044,0.094,0.141,0.015,0.014,0.0,0.026,0.131,0.032,0.007,0.014,0.001,0.003,0.02,0.0,0.025,
37,2,74.0,635.0,676.0,643.0,743.0,766.0,595.0,631.0,715.0,149.0,535.0,323.0,132.0,711.0,689.0,802.0,660.0,147.0,597.0,764.0,749.0,760.0,740.0,694.0,785.0,617.0,15,0.005,0.041,0.044,0.042,0.048,0.05,0.039,0.041,0.047,0.01,0.035,0.021,0.009,0.046,0.045,0.052,0.043,0.01,0.039,0.05,0.049,0.05,0.048,0.045,0.051,0.04,
37,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,1,718.0,725.0,520.0,723.0,516.0,226.0,749.0,726.0,453.0,122.0,702.0,696.0,768.0,722.0,753.0,400.0,731.0,736.0,597.0,472.0,735.0,706.0,729.0,696.0,649.0,441.0,12,0.045,0.045,0.032,0.045,0.032,0.014,0.047,0.045,0.028,0.008,0.044,0.043,0.048,0.045,0.047,0.025,0.046,0.046,0.037,0.029,0.046,0.044,0.046,0.043,0.041,0.028,
38,2,71.0,41.0,216.0,82.0,252.0,549.0,24.0,8.0,302.0,625.0,37.0,65.0,24.0,61.0,0.0,403.0,52.0,22.0,151.0,324.0,78.0,58.0,23.0,91.0,137.0,293.0,9,0.018,0.01,0.054,0.021,0.063,0.138,0.006,0.002,0.076,0.157,0.009,0.016,0.006,0.015,0.0,0.101,0.013,0.006,0.038,0.081,0.02,0.015,0.006,0.023,0.034,0.073,
38,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,1,567.0,2.0,3.0,0.0,6.0,21.0,62.0,225.0,0.0,2.0,120.0,0.0,268.0,211.0,41.0,228.0,221.0,21.0,22.0,0.0,0.0,236.0,493.0,5.0,180.0,9.0,0,0.193,0.001,0.001,0.0,0.002,0.007,0.021,0.076,0.0,0.001,0.041,0.0,0.091,0.072,0.014,0.077,0.075,0.007,0.007,0.0,0.0,0.08,0.168,0.002,0.061,0.003,
39,2,222.0,764.0,733.0,805.0,762.0,754.0,711.0,509.0,755.0,745.0,619.0,761.0,524.0,572.0,712.0,575.0,562.0,737.0,726.0,796.0,813.0,528.0,259.0,782.0,606.0,725.0,20,0.013,0.045,0.043,0.047,0.045,0.044,0.042,0.03,0.044,0.044,0.036,0.045,0.031,0.034,0.042,0.034,0.033,0.043,0.043,0.047,0.048,0.031,0.015,0.046,0.036,0.043,
39,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,1,52.0,0.0,0.0,0.0,27.0,55.0,0.0,0.0,393.0,66.0,98.0,176.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,214.0,0.0,18.0,10.0,154.0,230.0,5.0,8,0.035,0.0,0.0,0.0,0.018,0.037,0.0,0.0,0.261,0.044,0.065,0.117,0.001,0.0,0.0,0.001,0.0,0.0,0.003,0.142,0.0,0.012,0.007,0.102,0.153,0.003,
40,2,737.0,766.0,736.0,805.0,741.0,720.0,773.0,734.0,362.0,681.0,641.0,585.0,791.0,783.0,753.0,801.0,783.0,758.0,743.0,582.0,813.0,746.0,742.0,633.0,556.0,729.0,20,0.04,0.041,0.04,0.044,0.04,0.039,0.042,0.04,0.02,0.037,0.035,0.032,0.043,0.042,0.041,0.043,0.042,0.041,0.04,0.031,0.044,0.04,0.04,0.034,0.03,0.039,
40,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,1,732.0,291.0,137.0,274.0,351.0,589.0,65.0,317.0,688.0,523.0,525.0,508.0,318.0,321.0,21.0,331.0,154.0,329.0,394.0,724.0,106.0,632.0,544.0,740.0,673.0,535.0,23,0.068,0.027,0.013,0.025,0.032,0.054,0.006,0.029,0.064,0.048,0.049,0.047,0.029,0.03,0.002,0.031,0.014,0.03,0.036,0.067,0.01,0.058,0.05,0.068,0.062,0.049,
41,2,57.0,475.0,599.0,531.0,417.0,186.0,708.0,417.0,67.0,224.0,214.0,253.0,474.0,462.0,732.0,472.0,629.0,429.0,354.0,72.0,707.0,132.0,208.0,47.0,113.0,199.0,14,0.006,0.052,0.065,0.058,0.045,0.02,0.077,0.045,0.007,0.024,0.023,0.028,0.052,0.05,0.08,0.051,0.069,0.047,0.039,0.008,0.077,0.014,0.023,0.005,0.012,0.022,
41,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,1,754.0,108.0,82.0,28.0,94.0,275.0,212.0,287.0,222.0,263.0,248.0,58.0,580.0,493.0,354.0,597.0,496.0,335.0,137.0,40.0,140.0,707.0,717.0,190.0,377.0,74.0,0,0.096,0.014,0.01,0.004,0.012,0.035,0.027,0.036,0.028,0.033,0.032,0.007,0.074,0.063,0.045,0.076,0.063,0.043,0.017,0.005,0.018,0.09,0.091,0.024,0.048,0.009,
42,2,35.0,658.0,654.0,777.0,674.0,500.0,561.0,447.0,533.0,484.0,491.0,703.0,212.0,290.0,399.0,206.0,287.0,423.0,611.0,756.0,673.0,57.0,35.0,597.0,409.0,660.0,3,0.003,0.054,0.054,0.064,0.056,0.041,0.046,0.037,0.044,0.04,0.04,0.058,0.017,0.024,0.033,0.017,0.024,0.035,0.05,0.062,0.055,0.005,0.003,0.049,0.034,0.054,
42,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,1,773.0,737.0,566.0,793.0,703.0,445.0,678.0,693.0,738.0,735.0,707.0,713.0,758.0,710.0,727.0,225.0,719.0,742.0,663.0,359.0,709.0,130.0,190.0,726.0,68.0,722.0,3,0.049,0.047,0.036,0.05,0.045,0.028,0.043,0.044,0.047,0.047,0.045,0.045,0.048,0.045,0.046,0.014,0.046,0.047,0.042,0.023,0.045,0.008,0.012,0.046,0.004,0.046,
